Order Number,Sales Channel,Warehouse Code,Procured Date,Order Date,Ship Date,Delivery Date,Team ID,Team,Customer ID,Store ID,Product ID,Product,Order Quantity,Discount Applied,Unit Price,Unit Cost
SO - 0007936,Online,WARE-NMK1003,9/28/2020,12/12/2020,12/16/2020,12/22/2020,15,St.Peter,2,125,47,Hood Ornament,1,7.50%,971.5,396.81
SO - 0007937,Online,WARE-NMK1003,10/28/2020,12/13/2020,12/16/2020,12/17/2020,12,Thief River Falls,17,175,41,Antenna,6,5%,5065.2,83.64
SO - 0007938,In-Store,WARE-PUJ1005,8/3/2020,12/13/2020,12/14/2020,12/16/2020,5,Gaylord,6,286,9,Coolant Tank,2,30%,2539.3,271.39
SO - 0007939,In-Store,WARE-MKL1006,12/10/2020,12/13/2020,12/15/2020,12/26/2020,12,Thief River Falls,23,344,37,Tail Light,5,7.50%,1118.9,22.71
SO - 000794,In-Store,WARE-NMK1003,4/8/2018,8/18/2018,8/19/2018,8/26/2018,10,Redwood Falls,42,162,17,Seatbelt,5,10%,1675,55.61
SO - 0007940,Online,WARE-UHY1004,7/5/2020,12/13/2020,12/18/2020,12/24/2020,13,Fergus Falls,16,258,46,Trunk Carpet,2,5%,3839.1,91.33
SO - 0007941,Online,WARE-NMK1003,9/18/2020,12/13/2020,12/17/2020,12/20/2020,18,Lichfield,15,137,23,Quarter Panel - Rear,5,7.50%,6070.2,338.25
SO - 0007942,Distributor,WARE-NMK1003,7/20/2020,12/13/2020,12/16/2020,12/24/2020,25,Park Rapids,3,146,36,Rear Axel,5,5%,1125.6,1099.4
SO - 0007943,Online,WARE-NMK1003,9/5/2020,12/13/2020,12/16/2020,12/27/2020,18,Lichfield,22,149,44,Cruise Control,6,20%,1005,863.58
SO - 0007944,In-Store,WARE-UHY1004,8/17/2020,12/13/2020,12/17/2020,12/27/2020,5,Gaylord,12,208,13,Window Switch - Front,7,5%,3819,492.45
SO - 0007945,Online,WARE-NBV1002,12/5/2020,12/13/2020,12/15/2020,12/25/2020,19,Fairmont,10,82,31,Radiator Cap - Standard,6,40%,2559.4,79.87
SO - 0007946,In-Store,WARE-PUJ1005,9/9/2020,12/14/2020,12/19/2020,12/29/2020,12,Thief River Falls,27,287,19,Trunk Release,7,7.50%,1286.4,42.75
SO - 0007947,In-Store,WARE-UHY1004,7/13/2020,12/14/2020,12/18/2020,12/26/2020,10,Redwood Falls,28,254,37,Tail Light,1,15%,221.1,22.71
SO - 0007948,In-Store,WARE-UHY1004,11/23/2020,12/14/2020,12/18/2020,12/20/2020,10,Redwood Falls,20,235,23,Quarter Panel - Rear,3,7.50%,978.2,338.25
SO - 0007949,In-Store,WARE-NMK1003,7/25/2020,12/14/2020,12/17/2020,12/23/2020,11,Glenwood,16,169,36,Rear Axel,7,10%,207.7,1099.4
SO - 000795,Distributor,WARE-NMK1003,3/5/2018,8/19/2018,8/25/2018,9/2/2018,24,Mora,45,155,20,Door - Front,5,5%,1139,660.94
SO - 0007950,Distributor,WARE-MKL1006,9/4/2020,12/14/2020,12/19/2020,12/29/2020,23,Willmar,33,350,46,Trunk Carpet,3,5%,670,91.33
SO - 0007951,Distributor,WARE-PUJ1005,9/9/2020,12/14/2020,12/19/2020,12/26/2020,22,Two Harbors,3,293,31,Radiator Cap - Standard,8,7.50%,167.5,79.87
SO - 0007952,Online,WARE-PUJ1005,8/16/2020,12/14/2020,12/17/2020,12/21/2020,12,Thief River Falls,22,266,17,Seatbelt,4,15%,180.9,55.61
SO - 0007953,In-Store,WARE-NMK1003,7/18/2020,12/14/2020,12/16/2020,12/23/2020,5,Gaylord,42,88,2,Spark Plug,5,10%,2345,1.38
SO - 0007954,Online,WARE-PUJ1005,7/26/2020,12/14/2020,12/18/2020,12/20/2020,12,Thief River Falls,30,273,39,Break Light,4,7.50%,1038.5,55.82
SO - 0007955,In-Store,WARE-NMK1003,7/1/2020,12/14/2020,12/17/2020,12/24/2020,4,Owatonna,3,101,15,Seat - Front,8,7.50%,174.2,353.1
SO - 0007956,Distributor,WARE-MKL1006,10/12/2020,12/14/2020,12/18/2020,12/25/2020,23,Willmar,16,361,2,Spark Plug,7,10%,877.7,1.38
SO - 0007957,Distributor,WARE-UHY1004,8/2/2020,12/14/2020,12/19/2020,12/27/2020,22,Two Harbors,40,240,10,Coolant Sensor,7,7.50%,1118.9,689.31
SO - 0007958,Online,WARE-NBV1002,9/8/2020,12/15/2020,12/17/2020,12/25/2020,19,Fairmont,3,75,40,Blinker Fluid,6,5%,187.6,17.05
SO - 0007959,Online,WARE-XYS1001,11/7/2020,12/15/2020,12/18/2020,12/27/2020,18,Lichfield,48,19,39,Break Light,8,40%,2378.5,55.82
SO - 000796,Wholesale,WARE-NMK1003,7/31/2018,8/19/2018,8/21/2018,8/23/2018,25,Park Rapids,27,124,46,Trunk Carpet,7,40%,6338.2,91.33
SO - 0007960,In-Store,WARE-NMK1003,8/7/2020,12/15/2020,12/16/2020,12/27/2020,2,Buffalo,7,161,45,Rearview Mirror,2,15%,984.9,313.72
SO - 0007961,In-Store,WARE-NBV1002,7/18/2020,12/15/2020,12/17/2020,12/25/2020,7,Roseau,6,63,17,Seatbelt,7,7.50%,1976.5,55.61
SO - 0007962,Distributor,WARE-NBV1002,6/24/2020,12/15/2020,12/18/2020,12/21/2020,25,Park Rapids,3,82,43,Bumper - Rear,2,20%,3886,574.36
SO - 0007963,Online,WARE-NMK1003,6/18/2020,12/15/2020,12/17/2020,12/20/2020,12,Thief River Falls,10,187,24,Hood,3,7.50%,214.4,707.85
SO - 0007964,Online,WARE-PUJ1005,7/26/2020,12/16/2020,12/20/2020,12/30/2020,16,Austin,41,281,33,Radiator Fluid,2,7.50%,1802.3,90.21
SO - 0007965,In-Store,WARE-NMK1003,10/29/2020,12/16/2020,12/22/2020,12/27/2020,7,Roseau,48,131,3,Break Pad Set,2,7.50%,5849.1,211.19
SO - 0007966,Online,WARE-NMK1003,8/21/2020,12/16/2020,12/22/2020,12/29/2020,17,Milaca,50,161,14,Window Switch - Rear,3,5%,938,444.93
SO - 0007967,In-Store,WARE-PUJ1005,7/23/2020,12/16/2020,12/20/2020,12/29/2020,7,Roseau,12,297,11,AC Unit,3,15%,1882.7,1786.59
SO - 0007968,In-Store,WARE-NMK1003,9/20/2020,12/16/2020,12/20/2020,12/28/2020,9,Olivia,23,102,10,Coolant Sensor,6,7.50%,3926.2,689.31
SO - 0007969,Online,WARE-PUJ1005,7/19/2020,12/16/2020,12/18/2020,12/21/2020,17,Milaca,13,296,37,Tail Light,5,10%,1876,22.71
SO - 000797,Online,WARE-UHY1004,3/22/2018,8/19/2018,8/23/2018,8/24/2018,16,Austin,20,258,2,Spark Plug,3,5%,2231.1,1.38
SO - 0007970,In-Store,WARE-NMK1003,11/13/2020,12/17/2020,12/19/2020,12/28/2020,1,Granite Falls,43,132,29,Radiator Cap - Custom,5,10%,3993.2,770.71
SO - 0007971,Distributor,WARE-NMK1003,11/29/2020,12/17/2020,12/20/2020,12/27/2020,25,Park Rapids,32,177,43,Bumper - Rear,2,20%,6472.2,574.36
SO - 0007972,In-Store,WARE-NBV1002,10/9/2020,12/17/2020,12/19/2020,12/29/2020,1,Granite Falls,25,81,12,Gear Shift Knob,4,30%,3912.8,98.45
SO - 0007973,Wholesale,WARE-NMK1003,8/4/2020,12/17/2020,12/21/2020,12/25/2020,27,Grand Marais,29,135,26,Door Handle,5,5%,5386.8,162.29
SO - 0007974,Online,WARE-PUJ1005,11/8/2020,12/17/2020,12/19/2020,12/30/2020,19,Fairmont,38,282,44,Cruise Control,6,5%,730.3,863.58
SO - 0007975,In-Store,WARE-NBV1002,7/13/2020,12/17/2020,12/21/2020,12/30/2020,2,Buffalo,33,86,17,Seatbelt,3,10%,2264.6,55.61
SO - 0007976,Online,WARE-NMK1003,8/3/2020,12/17/2020,12/18/2020,12/28/2020,13,Fergus Falls,29,98,5,Break Set,7,5%,984.9,537.09
SO - 0007977,Wholesale,WARE-UHY1004,7/31/2020,12/17/2020,12/22/2020,12/31/2020,26,Red Wing,10,211,38,Blinker Set,6,7.50%,2854.2,800.13
SO - 0007978,In-Store,WARE-NMK1003,11/6/2020,12/17/2020,12/18/2020,12/28/2020,9,Olivia,34,133,45,Rearview Mirror,8,7.50%,268,313.72
SO - 0007979,Distributor,WARE-XYS1001,7/20/2020,12/17/2020,12/22/2020,12/23/2020,21,Marshall,44,17,5,Break Set,3,20%,6398.5,537.09
SO - 000798,Distributor,WARE-NBV1002,5/25/2018,8/19/2018,8/21/2018,8/23/2018,21,Marshall,1,79,42,Bumper - Front,6,20%,2311.5,480.27
SO - 0007980,Wholesale,WARE-NMK1003,11/5/2020,12/17/2020,12/21/2020,12/25/2020,26,Red Wing,13,106,26,Door Handle,5,7.50%,3597.9,162.29
SO - 0007981,In-Store,WARE-NMK1003,10/13/2020,12/17/2020,12/21/2020,12/29/2020,8,Luverne,20,136,27,Door Handle Set,3,20%,4020,1403.72
SO - 0007982,In-Store,WARE-UHY1004,10/29/2020,12/18/2020,12/23/2020,1/1/2021,7,Roseau,26,234,35,Front Axel,1,5%,2586.2,1176.68
SO - 0007983,In-Store,WARE-NMK1003,10/31/2020,12/18/2020,12/19/2020,12/26/2020,9,Olivia,8,182,43,Bumper - Rear,4,5%,1065.3,574.36
SO - 0007984,In-Store,WARE-NMK1003,10/12/2020,12/18/2020,12/23/2020,12/31/2020,7,Roseau,13,140,1,Leaf Springs,3,30%,3899.4,1028.78
SO - 0007985,In-Store,WARE-XYS1001,10/26/2020,12/18/2020,12/23/2020,12/28/2020,11,Glenwood,7,16,37,Tail Light,7,5%,884.4,22.71
SO - 0007986,Distributor,WARE-XYS1001,6/26/2020,12/18/2020,12/21/2020,12/24/2020,21,Marshall,18,11,20,Door - Front,7,40%,1132.3,660.94
SO - 0007987,In-Store,WARE-NMK1003,12/3/2020,12/18/2020,12/24/2020,12/26/2020,11,Glenwood,42,119,4,Break Router,1,7.50%,2425.4,193.82
SO - 0007988,Distributor,WARE-XYS1001,11/4/2020,12/18/2020,12/23/2020,12/27/2020,21,Marshall,41,41,5,Break Set,8,5%,221.1,537.09
SO - 0007989,In-Store,WARE-NMK1003,10/6/2020,12/19/2020,12/21/2020,12/26/2020,7,Roseau,36,162,2,Spark Plug,1,10%,1005,1.38
SO - 000799,Online,WARE-XYS1001,5/10/2018,8/19/2018,8/24/2018,8/30/2018,19,Fairmont,13,17,33,Radiator Fluid,7,5%,3832.4,90.21
SO - 0007990,Online,WARE-NMK1003,8/4/2020,12/19/2020,12/23/2020,12/28/2020,19,Fairmont,47,116,18,Handbrake,5,7.50%,3993.2,331.25
SO - 0007991,Online,WARE-NMK1003,10/24/2020,12/19/2020,12/23/2020,1/3/2021,16,Austin,13,104,15,Seat - Front,1,7.50%,3906.1,353.1
SO - 0007992,Online,WARE-XYS1001,12/15/2020,12/19/2020,12/24/2020,1/2/2021,15,St.Peter,18,18,11,AC Unit,7,10%,1983.2,1786.59
SO - 0007993,In-Store,WARE-NMK1003,7/7/2020,12/19/2020,12/24/2020,1/3/2021,3,St. James,3,155,17,Seatbelt,8,20%,1005,55.61
SO - 0007994,Online,WARE-NBV1002,12/12/2020,12/20/2020,12/26/2020,12/29/2020,15,St.Peter,23,86,25,Trunk,7,15%,1742,1074.1
SO - 0007995,Online,WARE-NBV1002,9/10/2020,12/20/2020,12/26/2020,1/2/2021,19,Fairmont,18,73,35,Front Axel,7,5%,964.8,1176.68
SO - 0007996,In-Store,WARE-NMK1003,7/22/2020,12/20/2020,12/24/2020,1/1/2021,6,Elk River,14,194,28,CV Joint,8,7.50%,991.6,1294.12
SO - 0007997,In-Store,WARE-NMK1003,9/10/2020,12/20/2020,12/25/2020,12/26/2020,4,Owatonna,42,202,22,Quarter Panel - Front,7,10%,3993.2,368.39
SO - 0007998,Online,WARE-NMK1003,6/26/2020,12/20/2020,12/26/2020,12/28/2020,18,Lichfield,30,146,40,Blinker Fluid,1,10%,2633.1,17.05
SO - 0007999,In-Store,WARE-NMK1003,7/31/2020,12/20/2020,12/22/2020,12/30/2020,5,Gaylord,35,113,8,Transmission,6,7.50%,777.2,2610.59
SO - 000800,Online,WARE-PUJ1005,3/15/2018,8/19/2018,8/24/2018,8/27/2018,16,Austin,9,326,39,Break Light,6,10%,1005,55.82
SO - 0008000,Online,WARE-UHY1004,8/16/2020,12/20/2020,12/22/2020,12/24/2020,16,Austin,13,242,20,Door - Front,8,15%,2546,660.94
SO - 0008001,Online,WARE-XYS1001,9/10/2020,12/20/2020,12/22/2020,12/30/2020,18,Lichfield,11,22,2,Spark Plug,8,7.50%,167.5,1.38
SO - 0008002,Online,WARE-NMK1003,10/10/2020,12/20/2020,12/23/2020,12/27/2020,15,St.Peter,38,155,15,Seat - Front,5,15%,3551,353.1
SO - 0008003,Online,WARE-PUJ1005,11/2/2020,12/20/2020,12/24/2020,1/3/2021,19,Fairmont,31,303,26,Door Handle,4,40%,5152.3,162.29
SO - 0008004,Distributor,WARE-UHY1004,11/23/2020,12/21/2020,12/26/2020,12/31/2020,23,Willmar,26,217,16,Seat - Rear,4,7.50%,911.2,511.83
SO - 0008005,Wholesale,WARE-XYS1001,12/18/2020,12/21/2020,12/22/2020,12/27/2020,26,Red Wing,29,19,21,Door - Rear,8,5%,2847.5,468.99
SO - 0008006,Distributor,WARE-NMK1003,7/8/2020,12/21/2020,12/27/2020,1/7/2021,20,Glencoe,29,116,41,Antenna,3,20%,3825.7,83.64
SO - 0008007,Wholesale,WARE-PUJ1005,9/13/2020,12/21/2020,12/22/2020,1/2/2021,26,Red Wing,38,288,37,Tail Light,7,7.50%,3953,22.71
SO - 0008008,Distributor,WARE-XYS1001,8/31/2020,12/21/2020,12/22/2020,12/27/2020,21,Marshall,25,16,7,Distributor Wire,5,20%,6210.9,24.83
SO - 0008009,Online,WARE-MKL1006,12/3/2020,12/21/2020,12/27/2020,1/3/2021,12,Thief River Falls,31,349,29,Radiator Cap - Custom,2,5%,1896.1,770.71
SO - 000801,In-Store,WARE-XYS1001,3/3/2018,8/19/2018,8/21/2018,8/23/2018,5,Gaylord,33,16,34,Ignition System,8,15%,1065.3,526.6
SO - 0008010,Online,WARE-XYS1001,9/17/2020,12/21/2020,12/25/2020,12/31/2020,19,Fairmont,36,45,38,Blinker Set,6,30%,3912.8,800.13
SO - 0008011,Wholesale,WARE-XYS1001,9/15/2020,12/21/2020,12/24/2020,12/29/2020,26,Red Wing,36,42,38,Blinker Set,7,5%,227.8,800.13
SO - 0008012,In-Store,WARE-XYS1001,8/5/2020,12/21/2020,12/25/2020,12/31/2020,11,Glenwood,38,19,35,Front Axel,1,5%,1802.3,1176.68
SO - 0008013,Distributor,WARE-NBV1002,6/28/2020,12/21/2020,12/24/2020,1/3/2021,23,Willmar,37,73,7,Distributor Wire,3,7.50%,2378.5,24.83
SO - 0008014,Wholesale,WARE-PUJ1005,8/13/2020,12/21/2020,12/24/2020,12/26/2020,26,Red Wing,44,300,19,Trunk Release,1,7.50%,4020,42.75
SO - 0008015,In-Store,WARE-MKL1006,11/18/2020,12/21/2020,12/24/2020,1/3/2021,10,Redwood Falls,48,350,33,Radiator Fluid,7,15%,207.7,90.21
SO - 0008016,Distributor,WARE-MKL1006,7/3/2020,12/22/2020,12/25/2020,12/31/2020,24,Mora,7,365,17,Seatbelt,8,20%,201,55.61
SO - 0008017,Online,WARE-NBV1002,8/16/2020,12/22/2020,12/27/2020,1/2/2021,14,Worthington,27,82,35,Front Axel,7,40%,1829.1,1176.68
SO - 0008018,Online,WARE-NMK1003,12/2/2020,12/22/2020,12/24/2020,1/1/2021,18,Lichfield,1,162,29,Radiator Cap - Custom,3,15%,1943,770.71
SO - 0008019,In-Store,WARE-NMK1003,7/15/2020,12/22/2020,12/24/2020,1/2/2021,3,St. James,7,92,15,Seat - Front,5,10%,6097,353.1
SO - 000802,In-Store,WARE-NMK1003,8/14/2018,8/19/2018,8/21/2018,8/24/2018,11,Glenwood,50,169,16,Seat - Rear,3,10%,1889.4,511.83
SO - 0008020,Online,WARE-PUJ1005,10/12/2020,12/22/2020,12/25/2020,12/31/2020,12,Thief River Falls,3,315,44,Cruise Control,3,7.50%,1139,863.58
SO - 0008021,Online,WARE-UHY1004,7/28/2020,12/22/2020,12/27/2020,1/5/2021,17,Milaca,35,230,39,Break Light,8,15%,864.3,55.82
SO - 0008022,In-Store,WARE-NMK1003,8/31/2020,12/22/2020,12/25/2020,1/1/2021,4,Owatonna,48,180,12,Gear Shift Knob,4,7.50%,3946.3,98.45
SO - 0008023,In-Store,WARE-UHY1004,12/13/2020,12/23/2020,12/28/2020,12/30/2020,8,Luverne,20,209,4,Break Router,2,15%,2921.2,193.82
SO - 0008024,Distributor,WARE-PUJ1005,7/9/2020,12/23/2020,12/26/2020,1/3/2021,23,Willmar,16,276,42,Bumper - Front,6,5%,1132.3,480.27
SO - 0008025,Distributor,WARE-UHY1004,7/26/2020,12/23/2020,12/24/2020,12/26/2020,21,Marshall,1,238,19,Trunk Release,4,5%,1125.6,42.75
SO - 0008026,In-Store,WARE-UHY1004,9/3/2020,12/23/2020,12/25/2020,12/30/2020,3,St. James,2,207,13,Window Switch - Front,8,5%,2659.9,492.45
SO - 0008027,In-Store,WARE-NBV1002,9/25/2020,12/23/2020,12/29/2020,1/1/2021,11,Glenwood,12,67,42,Bumper - Front,7,5%,844.2,480.27
SO - 0008028,Distributor,WARE-UHY1004,7/30/2020,12/23/2020,12/26/2020,12/29/2020,22,Two Harbors,40,246,5,Break Set,8,5%,984.9,537.09
SO - 0008029,Online,WARE-PUJ1005,12/3/2020,12/23/2020,12/28/2020,12/30/2020,13,Fergus Falls,40,318,14,Window Switch - Rear,6,7.50%,3390.2,444.93
SO - 000803,Online,WARE-PUJ1005,8/17/2018,8/20/2018,8/26/2018,8/30/2018,17,Milaca,16,272,4,Break Router,4,10%,167.5,193.82
SO - 0008030,Online,WARE-NMK1003,11/16/2020,12/24/2020,12/27/2020,1/5/2021,17,Milaca,11,90,19,Trunk Release,1,15%,5788.8,42.75
SO - 0008031,Online,WARE-NMK1003,11/5/2020,12/24/2020,12/27/2020,1/2/2021,14,Worthington,17,145,19,Trunk Release,5,5%,1125.6,42.75
SO - 0008032,Wholesale,WARE-NMK1003,8/25/2020,12/24/2020,12/28/2020,1/7/2021,27,Grand Marais,38,188,47,Hood Ornament,3,5%,2311.5,396.81
SO - 0008033,Online,WARE-XYS1001,9/14/2020,12/24/2020,12/27/2020,1/3/2021,16,Austin,18,52,19,Trunk Release,4,5%,1869.3,42.75
SO - 0008034,Online,WARE-NMK1003,9/14/2020,12/24/2020,12/29/2020,12/30/2020,15,St.Peter,17,92,43,Bumper - Rear,7,10%,998.3,574.36
SO - 0008035,In-Store,WARE-XYS1001,8/12/2020,12/24/2020,12/30/2020,1/8/2021,4,Owatonna,41,45,32,Radiator Sensor,8,10%,221.1,683.25
SO - 0008036,Wholesale,WARE-NMK1003,9/8/2020,12/24/2020,12/28/2020,1/1/2021,27,Grand Marais,9,128,6,Distributor Cap,1,7.50%,268,129.04
SO - 0008037,In-Store,WARE-PUJ1005,8/11/2020,12/24/2020,12/29/2020,1/6/2021,3,St. James,47,307,21,Door - Rear,4,40%,1715.2,468.99
SO - 0008038,Online,WARE-PUJ1005,8/1/2020,12/24/2020,12/30/2020,1/1/2021,13,Fergus Falls,28,300,32,Radiator Sensor,6,20%,1005,683.25
SO - 0008039,Wholesale,WARE-PUJ1005,11/13/2020,12/24/2020,12/29/2020,1/6/2021,28,Montevideo,33,263,37,Tail Light,4,20%,837.5,22.71
SO - 000804,In-Store,WARE-PUJ1005,8/5/2018,8/20/2018,8/24/2018,8/27/2018,11,Glenwood,13,278,37,Tail Light,3,7.50%,6030,22.71
SO - 0008040,Online,WARE-MKL1006,9/19/2020,12/24/2020,12/26/2020,1/5/2021,19,Fairmont,16,340,37,Tail Light,3,7.50%,837.5,22.71
SO - 0008041,In-Store,WARE-NMK1003,9/28/2020,12/24/2020,12/29/2020,12/31/2020,6,Elk River,33,94,40,Blinker Fluid,6,7.50%,3899.4,17.05
SO - 0008042,Online,WARE-NMK1003,6/28/2020,12/25/2020,12/30/2020,1/9/2021,13,Fergus Falls,11,126,29,Radiator Cap - Custom,8,5%,1105.5,770.71
SO - 0008043,In-Store,WARE-XYS1001,9/29/2020,12/25/2020,12/26/2020,12/29/2020,6,Elk River,25,19,42,Bumper - Front,4,10%,268,480.27
SO - 0008044,Distributor,WARE-NMK1003,12/7/2020,12/25/2020,12/31/2020,1/7/2021,24,Mora,36,166,1,Leaf Springs,8,15%,2485.7,1028.78
SO - 0008045,Online,WARE-NMK1003,10/19/2020,12/25/2020,12/26/2020,1/5/2021,15,St.Peter,49,129,37,Tail Light,4,7.50%,6284.6,22.71
SO - 0008046,In-Store,WARE-NMK1003,9/14/2020,12/25/2020,12/28/2020,12/29/2020,8,Luverne,39,101,6,Distributor Cap,3,10%,1949.7,129.04
SO - 0008047,Online,WARE-PUJ1005,12/14/2020,12/26/2020,12/28/2020,1/7/2021,18,Lichfield,21,307,25,Trunk,2,7.50%,1721.9,1074.1
SO - 0008048,Wholesale,WARE-UHY1004,8/31/2020,12/26/2020,12/29/2020,1/7/2021,26,Red Wing,17,219,37,Tail Light,8,5%,1755.4,22.71
SO - 0008049,Online,WARE-UHY1004,7/3/2020,12/26/2020,12/29/2020,1/3/2021,15,St.Peter,11,250,33,Radiator Fluid,8,7.50%,3222.7,90.21
SO - 000805,In-Store,WARE-PUJ1005,7/10/2018,8/20/2018,8/25/2018,8/30/2018,5,Gaylord,44,302,35,Front Axel,2,10%,837.5,1176.68
SO - 0008050,Wholesale,WARE-NMK1003,7/16/2020,12/26/2020,12/30/2020,1/3/2021,28,Montevideo,7,95,2,Spark Plug,4,10%,2318.2,1.38
SO - 0008051,Online,WARE-NBV1002,9/1/2020,12/26/2020,12/28/2020,12/31/2020,16,Austin,17,77,5,Break Set,1,10%,3872.6,537.09
SO - 0008052,In-Store,WARE-PUJ1005,10/6/2020,12/26/2020,12/28/2020,12/31/2020,2,Buffalo,41,277,20,Door - Front,6,7.50%,1045.2,660.94
SO - 0008053,Online,WARE-UHY1004,8/29/2020,12/26/2020,12/29/2020,1/5/2021,13,Fergus Falls,18,224,41,Antenna,5,5%,1139,83.64
SO - 0008054,Online,WARE-NMK1003,12/16/2020,12/26/2020,12/28/2020,1/6/2021,14,Worthington,7,189,27,Door Handle Set,7,5%,1266.3,1403.72
SO - 0008055,Online,WARE-UHY1004,8/31/2020,12/27/2020,12/29/2020,1/2/2021,18,Lichfield,14,207,32,Radiator Sensor,4,7.50%,5554.3,683.25
SO - 0008056,Online,WARE-UHY1004,11/28/2020,12/27/2020,1/1/2021,1/9/2021,16,Austin,15,211,17,Seatbelt,5,7.50%,1909.5,55.61
SO - 0008057,In-Store,WARE-PUJ1005,12/23/2020,12/27/2020,12/28/2020,1/2/2021,6,Elk River,8,278,13,Window Switch - Front,4,30%,201,492.45
SO - 0008058,Online,WARE-NMK1003,12/21/2020,12/27/2020,12/31/2020,1/6/2021,15,St.Peter,16,181,38,Blinker Set,4,10%,1018.4,800.13
SO - 0008059,Distributor,WARE-UHY1004,10/4/2020,12/27/2020,12/31/2020,1/8/2021,23,Willmar,13,225,44,Cruise Control,2,7.50%,1802.3,863.58
SO - 000806,In-Store,WARE-NBV1002,7/22/2018,8/20/2018,8/24/2018,8/31/2018,3,St. James,7,77,45,Rearview Mirror,6,10%,1782.2,313.72
SO - 0008060,Online,WARE-PUJ1005,10/24/2020,12/27/2020,12/30/2020,1/10/2021,12,Thief River Falls,8,263,5,Break Set,3,40%,1065.3,537.09
SO - 0008061,Distributor,WARE-UHY1004,8/2/2020,12/27/2020,12/31/2020,1/10/2021,21,Marshall,25,260,38,Blinker Set,8,7.50%,1701.8,800.13
SO - 0008062,Wholesale,WARE-PUJ1005,12/2/2020,12/27/2020,12/29/2020,1/6/2021,26,Red Wing,45,278,5,Break Set,5,5%,3892.7,537.09
SO - 0008063,Wholesale,WARE-PUJ1005,11/15/2020,12/27/2020,12/31/2020,1/9/2021,27,Grand Marais,4,269,22,Quarter Panel - Front,8,7.50%,6472.2,368.39
SO - 0008064,In-Store,WARE-PUJ1005,10/23/2020,12/27/2020,12/30/2020,1/8/2021,3,St. James,12,320,17,Seatbelt,3,7.50%,944.7,55.61
SO - 0008065,Online,WARE-MKL1006,9/29/2020,12/27/2020,12/30/2020,1/4/2021,12,Thief River Falls,43,351,31,Radiator Cap - Standard,2,10%,984.9,79.87
SO - 0008066,Wholesale,WARE-XYS1001,11/30/2020,12/28/2020,12/31/2020,1/7/2021,28,Montevideo,6,46,4,Break Router,3,5%,3906.1,193.82
SO - 0008067,Online,WARE-NMK1003,11/4/2020,12/28/2020,1/2/2021,1/4/2021,14,Worthington,31,196,17,Seatbelt,2,10%,5862.5,55.61
SO - 0008068,Online,WARE-XYS1001,11/30/2020,12/28/2020,12/30/2020,1/4/2021,17,Milaca,12,7,25,Trunk,4,7.50%,3403.6,1074.1
SO - 0008069,Wholesale,WARE-XYS1001,9/22/2020,12/28/2020,1/3/2021,1/11/2021,28,Montevideo,16,46,40,Blinker Fluid,8,40%,6505.7,17.05
SO - 000807,Online,WARE-NMK1003,3/29/2018,8/20/2018,8/22/2018,8/28/2018,17,Milaca,29,173,29,Radiator Cap - Custom,8,7.50%,998.3,770.71
SO - 0008070,In-Store,WARE-XYS1001,11/24/2020,12/28/2020,12/31/2020,1/3/2021,9,Olivia,36,21,27,Door Handle Set,8,10%,2298.1,1403.72
SO - 0008071,In-Store,WARE-UHY1004,10/16/2020,12/28/2020,12/29/2020,12/30/2020,1,Granite Falls,13,252,40,Blinker Fluid,1,5%,5427,17.05
SO - 0008072,Wholesale,WARE-MKL1006,8/15/2020,12/28/2020,12/30/2020,1/4/2021,26,Red Wing,15,348,21,Door - Rear,6,7.50%,1721.9,468.99
SO - 0008073,In-Store,WARE-NMK1003,12/2/2020,12/28/2020,12/31/2020,1/3/2021,10,Redwood Falls,22,145,14,Window Switch - Rear,4,5%,2599.6,444.93
SO - 0008074,Online,WARE-NMK1003,7/26/2020,12/28/2020,12/30/2020,1/3/2021,14,Worthington,33,111,2,Spark Plug,3,5%,6545.9,1.38
SO - 0008075,Distributor,WARE-XYS1001,11/24/2020,12/28/2020,1/2/2021,1/7/2021,23,Willmar,30,5,19,Trunk Release,5,5%,790.6,42.75
SO - 0008076,Online,WARE-XYS1001,10/19/2020,12/28/2020,1/2/2021,1/10/2021,14,Worthington,46,11,12,Gear Shift Knob,1,10%,1038.5,98.45
SO - 0008077,Wholesale,WARE-NBV1002,8/31/2020,12/28/2020,1/1/2021,1/9/2021,28,Montevideo,39,86,37,Tail Light,7,15%,227.8,22.71
SO - 0008078,Online,WARE-PUJ1005,7/22/2020,12/28/2020,1/1/2021,1/5/2021,20,Glencoe,12,290,4,Break Router,4,7.50%,5855.8,193.82
SO - 0008079,Wholesale,WARE-PUJ1005,11/2/2020,12/29/2020,1/1/2021,1/12/2021,28,Montevideo,21,291,45,Rearview Mirror,5,40%,3852.5,313.72
SO - 000808,In-Store,WARE-PUJ1005,5/27/2018,8/20/2018,8/24/2018,8/30/2018,11,Glenwood,31,319,19,Trunk Release,4,15%,3999.9,42.75
SO - 0008080,In-Store,WARE-NBV1002,10/27/2020,12/29/2020,1/3/2021,1/9/2021,2,Buffalo,7,80,32,Radiator Sensor,7,30%,964.8,683.25
SO - 0008081,Online,WARE-NMK1003,11/1/2020,12/29/2020,12/31/2020,1/4/2021,14,Worthington,16,121,22,Quarter Panel - Front,6,5%,1862.6,368.39
